Date (UTC+2:00),Token,Type,Price (CZK),Amount,Total value (CZK),Fee,Fee Currency,Notes
2025-10-12 14:17:00,LINK,buy,640596,0.055399,-35488,0,CZK,Korekce trhu
2025-10-12 10:45:00,XRP,buy,1405499,0.054254,-76254,0,CZK,Zisk
2025-10-12 09:18:00,ATOM,sell,865022,0.097363,84549,0,CZK,Optimalizace robota
2025-10-12 11:30:00,ATOM,buy,956084,0.059273,-56670,0,CZK,Stabilní růst
2025-10-13 12:40:00,ETH,sell,914895,0.031575,29180,0,CZK,Stabilní růst
2025-10-13 14:51:00,ETH,sell,617379,0.022384,13640,0,CZK,Optimalizace robota
2025-10-13 11:27:00,BNB,buy,126954,0.070243,-8918,0,CZK,Optimalizace robota
2025-10-13 12:05:00,MATIC,buy,209767,0.047986,-10066,0,CZK,Ztráta
2025-10-13 09:47:00,ATOM,buy,1251066,0.096233,-120394,0,CZK,Stabilní růst
2025-10-13 14:25:00,MATIC,sell,622082,0.063547,39375,0,CZK,Automatický trade
2025-10-14 15:41:00,ADA,buy,1078098,0.098823,-106541,0,CZK,Zisk
2025-10-15 10:57:00,MATIC,buy,613062,0.095523,-58562,0,CZK,Ztráta
2025-10-15 10:31:00,ETH,sell,916624,0.060522,55455,0,CZK,Ztráta
2025-10-15 16:06:00,BTC,sell,668518,0.026648,18042,0,CZK,Korekce trhu
2025-10-16 16:13:00,DOGE,sell,291986,0.017972,5632,0,CZK,Optimalizace robota
2025-10-17 11:43:00,LINK,buy,176826,0.013421,-2373,0,CZK,Ztráta
2025-10-18 12:45:00,BNB,sell,663288,0.011042,7258,0,CZK,Optimalizace robota
2025-10-18 13:27:00,XRP,buy,466974,0.018967,-8857,0,CZK,Optimalizace robota
2025-10-18 22:59:00,ETH,sell,238777,0.038398,9244,0,CZK,Stabilní růst
2025-10-19 21:31:00,MATIC,buy,51236,0.082895,-4247,0,CZK,Stabilní růst
2025-10-19 15:25:00,MATIC,sell,396469,0.087262,34487,0,CZK,Ztráta
2025-10-19 12:52:00,BTC,buy,774020,0.074785,-57885,0,CZK,Volatilita trhu
2025-10-19 16:14:00,BTC,sell,1092847,0.051681,56838,0,CZK,Ztráta
2025-10-19 15:51:00,LINK,buy,1308407,0.03022,-39540,0,CZK,Korekce trhu
2025-10-19 17:08:00,MATIC,buy,1102576,0.057884,-63822,0,CZK,Stabilní růst
2025-10-20 15:30:00,TRX,buy,237804,0.076807,-18265,0,CZK,Optimalizace robota
2025-10-20 08:11:00,BTC,sell,691911,0.052878,36601,0,CZK,Ztráta
2025-10-20 12:59:00,ETH,sell,118716,0.030715,3685,0,CZK,Zisk
2025-10-20 10:03:00,ATOM,buy,570254,0.06392,-36451,0,CZK,Stabilní růst
2025-10-20 21:03:00,ETH,buy,1142804,0.03558,-40661,0,CZK,Stabilní růst
2025-10-20 11:54:00,TRX,sell,1116195,0.092307,103313,0,CZK,Volatilita trhu
2025-10-21 16:56:00,TRX,sell,445633,0.00598,2622,0,CZK,Optimalizace robota
2025-10-21 19:30:00,ETH,buy,750460,0.09281,-69650,0,CZK,Automatický trade
2025-10-22 17:18:00,BTC,buy,441744,0.07073,-31245,0,CZK,Zisk
2025-10-22 17:51:00,AVAX,sell,273283,0.046899,12939,0,CZK,Korekce trhu
2025-10-22 19:21:00,BNB,buy,633419,0.042438,-26881,0,CZK,Ztráta
2025-10-22 15:16:00,TRX,sell,1107615,0.04407,48875,0,CZK,Korekce trhu
2025-10-22 09:44:00,MATIC,buy,1031382,0.018263,-18836,0,CZK,Zisk
2025-10-22 13:48:00,TRX,sell,705739,0.048071,33964,0,CZK,Zisk
2025-10-23 11:36:00,ADA,sell,846438,0.051712,44018,0,CZK,Automatický trade
2025-10-23 13:50:00,DOT,sell,627954,0.038056,23752,0,CZK,Automatický trade
2025-10-23 14:33:00,DOT,buy,334345,0.056497,-18889,0,CZK,Ztráta
2025-10-24 22:11:00,XRP,buy,718325,0.061219,-43975,0,CZK,Ztráta
2025-10-24 09:20:00,LINK,sell,903165,0.019438,17933,0,CZK,Zisk
2025-10-24 21:37:00,MATIC,sell,405618,0.08821,35939,0,CZK,Stabilní růst
2025-10-24 16:59:00,LTC,sell,622221,0.091245,56919,0,CZK,Korekce trhu
2025-10-24 12:34:00,ADA,sell,578062,0.032282,18638,0,CZK,Automatický trade
2025-10-24 19:18:00,XRP,buy,746540,0.081713,-61002,0,CZK,Volatilita trhu
2025-10-25 15:31:00,SOL,sell,1415761,0.006539,9361,0,CZK,Optimalizace robota
2025-10-25 08:05:00,AVAX,buy,734432,0.071614,-52596,0,CZK,Optimalizace robota
2025-10-25 11:22:00,ETH,buy,422191,0.069393,-29297,0,CZK,Korekce trhu
2025-10-25 11:06:00,XRP,buy,959744,0.094711,-90898,0,CZK,Optimalizace robota
2025-10-25 11:28:00,AVAX,buy,1073607,0.043034,-46202,0,CZK,Volatilita trhu
2025-10-25 17:34:00,AVAX,buy,228297,0.024313,-5551,0,CZK,Volatilita trhu
2025-10-26 15:44:00,BNB,sell,1280744,0.099592,127481,0,CZK,Stabilní růst
2025-10-26 18:58:00,BNB,sell,856742,0.03911,33685,0,CZK,Volatilita trhu
2025-10-27 19:01:00,TRX,buy,841101,0.081289,-68372,0,CZK,Korekce trhu
2025-10-27 20:56:00,SOL,sell,679368,0.052842,35916,0,CZK,Korekce trhu
2025-10-27 19:21:00,ETH,buy,868848,0.085636,-74405,0,CZK,Volatilita trhu
2025-10-27 19:46:00,ETH,sell,81419,0.064652,5381,0,CZK,Optimalizace robota
2025-10-28 20:38:00,XRP,buy,353196,0.064755,-22871,0,CZK,Zisk
2025-10-28 19:02:00,AVAX,buy,304626,0.031497,-9595,0,CZK,Ztráta
2025-10-28 11:31:00,TRX,sell,1032701,0.089633,92781,0,CZK,Volatilita trhu
2025-10-28 17:23:00,ATOM,buy,425729,0.07113,-30282,0,CZK,Ztráta
2025-10-28 14:47:00,ATOM,buy,303512,0.093801,-28470,0,CZK,Automatický trade
2025-10-28 15:05:00,LTC,buy,1494336,0.044365,-66296,0,CZK,Zisk
2025-10-29 11:44:00,DOT,buy,1451286,0.067979,-98657,0,CZK,Zisk
2025-10-29 15:30:00,LINK,sell,736234,0.066916,49081,0,CZK,Optimalizace robota
2025-10-29 18:15:00,LTC,buy,235061,0.033991,-7990,0,CZK,Korekce trhu
2025-10-29 16:06:00,ADA,buy,149668,0.099572,-14903,0,CZK,Stabilní růst
2025-10-30 17:49:00,BTC,buy,607199,0.082434,-50054,0,CZK,Korekce trhu
2025-10-31 12:53:00,ETH,sell,809504,0.040707,33209,0,CZK,Zisk
2025-10-31 08:10:00,BNB,sell,1327500,0.033349,44363,0,CZK,Volatilita trhu
2025-10-31 11:29:00,BNB,sell,161961,0.014203,2569,0,CZK,Ztráta
2025-10-31 10:28:00,XRP,buy,792527,0.053647,-42517,0,CZK,Zisk
2025-10-31 17:47:00,LINK,sell,470643,0.031087,14798,0,CZK,Korekce trhu
2025-11-01 14:36:00,XRP,sell,1161940,0.094349,109466,0,CZK,Stabilní růst
2025-11-01 18:34:00,DOGE,sell,462222,0.03637,16710,0,CZK,Korekce trhu
2025-11-01 09:02:00,DOGE,buy,960673,0.053112,-51023,0,CZK,Optimalizace robota
2025-11-01 21:03:00,LTC,buy,1368816,0.005488,-7512,0,CZK,Ztráta
2025-11-02 12:02:00,BNB,buy,1038954,0.090782,-94318,0,CZK,Zisk
2025-11-02 14:18:00,LINK,buy,411275,0.004516,-1857,0,CZK,Volatilita trhu
2025-11-02 19:36:00,DOT,buy,1242866,0.055303,-68734,0,CZK,Stabilní růst
2025-11-02 15:18:00,LINK,buy,1028187,0.017657,-18155,0,CZK,Ztráta
2025-11-02 09:36:00,LINK,buy,1021475,0.082716,-84492,0,CZK,Zisk
2025-11-03 21:44:00,BTC,buy,1144059,0.089588,-102494,0,CZK,Korekce trhu
2025-11-04 21:30:00,BNB,sell,814330,0.088163,71703,0,CZK,Ztráta
2025-11-04 21:34:00,XRP,buy,1102104,0.041066,-45259,0,CZK,Stabilní růst
2025-11-04 17:22:00,DOT,buy,191997,0.076152,-14621,0,CZK,Zisk
2025-11-04 18:36:00,MATIC,sell,746644,0.045916,34603,0,CZK,Automatický trade
2025-11-05 22:48:00,DOT,sell,1055237,0.051256,54452,0,CZK,Automatický trade
2025-11-05 10:57:00,DOGE,buy,77419,0.007893,-611,0,CZK,Korekce trhu
2025-11-05 17:18:00,XRP,buy,650516,0.024215,-15752,0,CZK,Zisk
2025-11-05 11:12:00,BTC,buy,1236299,0.077835,-96227,0,CZK,Volatilita trhu
2025-11-05 17:29:00,SOL,sell,914351,0.086312,78721,0,CZK,Ztráta
2025-11-06 17:04:00,LTC,sell,1233219,0.009839,12118,0,CZK,Zisk
2025-11-06 11:02:00,AVAX,sell,44333,0.00258,292,0,CZK,Korekce trhu
2025-11-06 20:25:00,MATIC,sell,978606,0.016351,15928,0,CZK,Ztráta
2025-11-07 13:40:00,AVAX,sell,247476,0.073886,18415,0,CZK,Volatilita trhu
2025-11-07 20:44:00,LTC,buy,695348,0.056203,-39081,0,CZK,Volatilita trhu
2025-11-07 15:33:00,LINK,sell,696842,0.028237,19932,0,CZK,Optimalizace robota
2025-11-08 19:31:00,BTC,buy,813302,0.04043,-32882,0,CZK,Volatilita trhu
2025-11-08 11:30:00,DOT,buy,191713,0.046257,-8868,0,CZK,Korekce trhu
2025-11-08 09:36:00,LINK,buy,1458905,0.067479,-98445,0,CZK,Optimalizace robota
2025-11-08 08:22:00,BNB,buy,170045,0.049563,-8428,0,CZK,Korekce trhu
2025-11-09 19:45:00,TRX,sell,860670,0.025258,22054,0,CZK,Zisk
2025-11-09 12:11:00,BNB,sell,236618,0.089102,21143,0,CZK,Ztráta
2025-11-09 09:00:00,LINK,buy,320576,0.037998,-12181,0,CZK,Ztráta
2025-11-10 14:19:00,SOL,sell,1147588,0.031318,36204,0,CZK,Volatilita trhu
2025-11-11 11:00:00,ETH,sell,825967,0.055842,46082,0,CZK,Volatilita trhu
2025-11-11 16:12:00,AVAX,buy,753956,0.075499,-56923,0,CZK,Ztráta
2025-11-11 10:47:00,LINK,buy,838903,0.017367,-14569,0,CZK,Volatilita trhu
2025-11-11 11:30:00,AVAX,sell,641888,0.029082,19003,0,CZK,Automatický trade
2025-11-11 16:42:00,BNB,sell,230083,0.034202,8221,0,CZK,Stabilní růst
2025-11-12 08:10:00,ADA,sell,1020313,0.026557,27057,0,CZK,Optimalizace robota
2025-11-13 16:11:00,SOL,sell,664012,0.030353,19964,0,CZK,Automatický trade
2025-11-13 15:09:00,BTC,buy,1121267,0.083077,-93151,0,CZK,Korekce trhu
2025-11-13 09:19:00,LTC,buy,1255048,0.079681,-100003,0,CZK,Automatický trade
2025-11-13 22:16:00,ETH,buy,795323,0.073227,-58239,0,CZK,Stabilní růst
2025-11-14 22:42:00,TRX,sell,422703,0.01455,6453,0,CZK,Automatický trade
2025-11-15 16:02:00,TRX,buy,597431,0.004785,-2859,0,CZK,Ztráta
2025-11-15 14:36:00,LINK,buy,833201,0.022797,-18994,0,CZK,Zisk
2025-11-15 17:17:00,XRP,sell,1121316,0.097572,109360,0,CZK,Automatický trade
2025-11-15 18:21:00,MATIC,buy,1035337,0.03818,-39529,0,CZK,Optimalizace robota
2025-11-15 08:40:00,ADA,buy,493448,0.08916,-43996,0,CZK,Volatilita trhu
2025-11-16 19:51:00,XRP,buy,356988,0.08338,-29766,0,CZK,Zisk
2025-11-16 12:41:00,LTC,buy,1386102,0.067883,-94093,0,CZK,Ztráta
2025-11-16 15:54:00,ATOM,sell,522989,0.094008,49355,0,CZK,Zisk
2025-11-16 13:53:00,DOT,sell,693479,0.033435,23404,0,CZK,Volatilita trhu
2025-11-17 09:03:00,AVAX,buy,871732,0.085144,-74223,0,CZK,Volatilita trhu
2025-11-18 08:04:00,LTC,sell,759439,0.056646,43171,0,CZK,Stabilní růst
2025-11-18 13:51:00,LINK,buy,224871,0.026948,-6060,0,CZK,Optimalizace robota
2025-11-18 11:50:00,LTC,sell,962420,0.078646,75875,0,CZK,Korekce trhu
2025-11-18 19:36:00,DOT,sell,1105426,0.072109,79883,0,CZK,Automatický trade
2025-11-18 10:29:00,ATOM,sell,1302768,0.082189,107269,0,CZK,Volatilita trhu
2025-11-18 17:09:00,AVAX,sell,866118,0.069843,60412,0,CZK,Ztráta
2025-11-19 20:43:00,ETH,sell,1129825,0.045454,51376,0,CZK,Ztráta
2025-11-19 16:05:00,MATIC,buy,122303,0.015268,-1867,0,CZK,Volatilita trhu
2025-11-19 14:39:00,DOT,buy,1271721,0.021077,-26804,0,CZK,Zisk
2025-11-20 11:30:00,BTC,buy,336586,0.036191,-12181,0,CZK,Ztráta
2025-11-20 20:52:00,TRX,sell,1016394,0.064354,65420,0,CZK,Korekce trhu
2025-11-20 12:23:00,DOT,sell,110854,0.057357,6676,0,CZK,Stabilní růst
2025-11-20 17:03:00,DOT,buy,1274936,0.04805,-61261,0,CZK,Automatický trade
2025-11-20 09:07:00,TRX,sell,787680,0.031926,24981,0,CZK,Korekce trhu
2025-11-20 13:24:00,XRP,buy,1023049,0.063681,-65149,0,CZK,Ztráta
2025-11-21 11:29:00,ADA,buy,154915,0.048975,-7587,0,CZK,Stabilní růst
2025-11-21 21:34:00,AVAX,buy,420143,0.077016,-32358,0,CZK,Volatilita trhu
2025-11-21 10:31:00,MATIC,sell,641419,0.090356,58267,0,CZK,Optimalizace robota
2025-11-21 16:09:00,SOL,buy,752691,0.023927,-18010,0,CZK,Optimalizace robota
2025-11-21 18:23:00,MATIC,buy,964388,0.03786,-36512,0,CZK,Optimalizace robota
2025-11-22 19:45:00,ADA,sell,1308844,0.041084,54147,0,CZK,Zisk
2025-11-22 11:52:00,AVAX,sell,1001123,0.098468,98812,0,CZK,Zisk
2025-11-22 10:11:00,BTC,buy,556541,0.031333,-17438,0,CZK,Stabilní růst
2025-11-23 10:00:00,AVAX,buy,1258770,0.045876,-57747,0,CZK,Volatilita trhu
2025-11-23 11:39:00,TRX,sell,523574,0.05195,27490,0,CZK,Korekce trhu
2025-11-23 19:40:00,SOL,buy,1040170,0.056682,-58959,0,CZK,Stabilní růst
2025-11-23 08:55:00,ATOM,sell,565160,0.063118,35815,0,CZK,Ztráta
2025-11-23 13:01:00,TRX,sell,654351,0.090565,59558,0,CZK,Stabilní růst
2025-11-23 15:19:00,LTC,sell,847060,0.014609,12366,0,CZK,Volatilita trhu
2025-11-24 09:13:00,ADA,buy,1407486,0.072629,-102224,0,CZK,Korekce trhu
2025-11-24 17:57:00,XRP,buy,39834,0.048849,-1946,0,CZK,Automatický trade
2025-11-24 17:34:00,XRP,buy,784225,0.018917,-14835,0,CZK,Volatilita trhu
2025-11-24 18:07:00,AVAX,buy,117798,0.030468,-3589,0,CZK,Korekce trhu
2025-11-24 20:01:00,BNB,buy,310711,0.081782,-25411,0,CZK,Zisk
2025-11-25 10:17:00,ATOM,buy,652715,0.022156,-14462,0,CZK,Zisk
2025-11-25 16:42:00,ADA,sell,536982,0.09848,52763,0,CZK,Volatilita trhu
2025-11-25 22:59:00,LINK,sell,1444664,0.068116,98297,0,CZK,Automatický trade
2025-11-26 22:08:00,ADA,buy,614805,0.085548,-52595,0,CZK,Automatický trade
2025-11-26 18:58:00,LTC,sell,1242405,0.0166,20671,0,CZK,Ztráta
2025-11-26 17:08:00,BTC,buy,154613,0.046032,-7117,0,CZK,Ztráta
2025-11-26 11:32:00,XRP,sell,782224,0.037054,28909,0,CZK,Optimalizace robota
2025-11-27 14:13:00,MATIC,sell,1276963,0.064479,82450,0,CZK,Stabilní růst
2025-11-28 10:47:00,LINK,buy,805998,0.081076,-65347,0,CZK,Automatický trade
2025-11-28 12:02:00,SOL,buy,445124,0.041474,-18461,0,CZK,Volatilita trhu
2025-11-28 11:35:00,TRX,buy,141856,0.042777,-6068,0,CZK,Zisk
2025-11-29 10:10:00,BNB,buy,1054407,0.01619,-17071,0,CZK,Ztráta
2025-11-29 11:46:00,BTC,buy,472845,0.090288,-42692,0,CZK,Korekce trhu
2025-11-29 13:07:00,BNB,buy,638456,0.097871,-62486,0,CZK,Automatický trade
2025-11-29 18:23:00,ADA,buy,395509,0.059113,-23380,0,CZK,Volatilita trhu
2025-11-29 11:00:00,AVAX,sell,1147442,0.057844,66542,0,CZK,Korekce trhu
2025-11-29 08:43:00,MATIC,sell,1124045,0.010691,12173,0,CZK,Volatilita trhu
2025-11-30 08:13:00,TRX,buy,559643,0.09438,-52819,0,CZK,Ztráta
2025-12-01 15:35:00,DOT,sell,541367,0.086703,47126,0,CZK,Automatický trade
2025-12-01 16:58:00,TRX,sell,1040993,0.057827,60573,0,CZK,Optimalizace robota
2025-12-01 21:11:00,DOT,sell,1478946,0.036115,53679,0,CZK,Optimalizace robota
2025-12-02 12:49:00,TRX,sell,1179715,0.047884,56424,0,CZK,Stabilní růst
2025-12-02 18:55:00,XRP,buy,1051096,0.060079,-63149,0,CZK,Automatický trade
2025-12-02 10:39:00,MATIC,sell,248802,0.078281,19288,0,CZK,Volatilita trhu
2025-12-03 21:33:00,MATIC,buy,789001,0.044829,-35370,0,CZK,Volatilita trhu
2025-12-04 20:03:00,XRP,sell,460662,0.002728,1343,0,CZK,Optimalizace robota
2025-12-04 21:44:00,BNB,sell,44827,0.029297,1441,0,CZK,Zisk
2025-12-04 17:57:00,BTC,buy,414561,0.066834,-27707,0,CZK,Volatilita trhu
2025-12-04 22:23:00,TRX,buy,109165,0.036679,-4004,0,CZK,Volatilita trhu
2025-12-04 22:38:00,XRP,sell,1268445,0.056863,72147,0,CZK,Ztráta
2025-12-04 14:17:00,DOGE,sell,451040,0.089878,40727,0,CZK,Ztráta
2025-12-05 10:17:00,ADA,sell,95883,0.088014,8331,0,CZK,Automatický trade
2025-12-06 16:21:00,ATOM,buy,1070984,0.063855,-68388,0,CZK,Stabilní růst
2025-12-07 19:00:00,ADA,buy,235693,0.094031,-22162,0,CZK,Korekce trhu
2025-12-07 13:47:00,ETH,sell,817542,0.030492,24953,0,CZK,Korekce trhu
2025-12-07 14:50:00,SOL,buy,602483,0.076062,-45826,0,CZK,Volatilita trhu
2025-12-08 10:10:00,LINK,buy,61806,0.096597,-5970,0,CZK,Ztráta
2025-12-09 09:25:00,AVAX,buy,965110,0.001824,-1760,0,CZK,Stabilní růst
2025-12-10 21:26:00,LTC,buy,598496,0.038008,-22748,0,CZK,Volatilita trhu
2025-12-10 18:14:00,DOT,buy,1341870,0.033773,-45319,0,CZK,Volatilita trhu
2025-12-10 18:03:00,MATIC,buy,1266850,0.0716,-90706,0,CZK,Stabilní růst
2025-12-10 11:39:00,LINK,buy,481901,0.087055,-41952,0,CZK,Korekce trhu
2025-12-11 17:14:00,AVAX,buy,1379538,0.096295,-132843,0,CZK,Automatický trade
2025-12-11 09:10:00,TRX,sell,1233077,0.036174,44698,0,CZK,Optimalizace robota
2025-12-11 11:00:00,MATIC,buy,553432,0.098813,-54686,0,CZK,Automatický trade
2025-12-11 19:39:00,BNB,sell,336662,0.010221,3633,0,CZK,Ztráta
2025-12-12 17:38:00,ATOM,buy,647569,0.084473,-54702,0,CZK,Korekce trhu
2025-12-12 21:54:00,ETH,sell,770358,0.081747,63338,0,CZK,Korekce trhu
2025-12-12 22:13:00,AVAX,buy,57397,0.023093,-1325,0,CZK,Zisk
2025-12-13 20:15:00,ATOM,sell,240500,0.070051,17106,0,CZK,Automatický trade
2025-12-13 08:30:00,ATOM,buy,518655,0.087384,-45322,0,CZK,Stabilní růst
2025-12-13 20:51:00,ATOM,sell,465999,0.025539,11850,0,CZK,Volatilita trhu
2025-12-13 21:24:00,AVAX,sell,417161,0.043151,18052,0,CZK,Optimalizace robota
2025-12-14 13:35:00,BNB,buy,655384,0.015778,-10341,0,CZK,Stabilní růst
2025-12-15 15:12:00,AVAX,buy,1209946,0.071177,-86120,0,CZK,Stabilní růst
2025-12-15 21:56:00,BTC,sell,1486606,0.060687,90073,0,CZK,Zisk
2025-12-16 17:30:00,SOL,buy,425434,0.057381,-24412,0,CZK,Optimalizace robota
2025-12-16 20:52:00,BNB,sell,1404474,0.061143,86165,0,CZK,Automatický trade
2025-12-16 14:48:00,MATIC,buy,806129,0.028208,-22739,0,CZK,Stabilní růst
2025-12-16 14:22:00,MATIC,buy,1118061,0.040966,-45802,0,CZK,Volatilita trhu
2025-12-16 13:47:00,LTC,buy,47076,0.067256,-3166,0,CZK,Volatilita trhu
2025-12-16 15:09:00,DOGE,sell,1041144,0.092042,96155,0,CZK,Stabilní růst
2025-12-17 12:02:00,DOGE,buy,1243775,0.01306,-16244,0,CZK,Optimalizace robota
2025-12-17 11:04:00,DOGE,sell,701581,0.048161,33797,0,CZK,Optimalizace robota
2025-12-17 19:38:00,ATOM,sell,1344254,0.074895,100873,0,CZK,Stabilní růst
2025-12-17 21:01:00,DOT,sell,276311,0.09011,24840,0,CZK,Stabilní růst
2025-12-17 18:44:00,TRX,buy,1414223,0.088438,-125071,0,CZK,Stabilní růst
2025-12-17 17:17:00,DOT,buy,1412397,0.051209,-72327,0,CZK,Korekce trhu
2025-12-18 15:18:00,XRP,sell,74269,0.02343,2082,0,CZK,Ztráta
2025-12-19 18:03:00,ETH,sell,634438,0.019433,12379,0,CZK,Optimalizace robota
2025-12-19 21:57:00,XRP,buy,1449730,0.05013,-72675,0,CZK,Stabilní růst
2025-12-19 18:55:00,ETH,buy,15707,0.090738,-1425,0,CZK,Stabilní růst
2025-12-19 11:31:00,DOGE,buy,847394,0.038255,-32417,0,CZK,Korekce trhu
2025-12-19 09:59:00,BTC,buy,1006170,0.039143,-39385,0,CZK,Optimalizace robota
2025-12-20 11:58:00,DOGE,sell,410411,0.089864,36990,0,CZK,Korekce trhu
2025-12-20 13:45:00,SOL,sell,116452,0.031665,3717,0,CZK,Stabilní růst
2025-12-20 13:47:00,BTC,sell,1438779,0.075139,108184,0,CZK,Ztráta
2025-12-21 21:23:00,MATIC,sell,306568,0.048731,15258,0,CZK,Ztráta
2025-12-21 09:26:00,XRP,sell,329328,0.066784,22293,0,CZK,Stabilní růst
2025-12-21 08:34:00,MATIC,sell,1201187,0.059911,71812,0,CZK,Korekce trhu
2025-12-21 14:59:00,ADA,sell,1111859,0.028812,31840,0,CZK,Ztráta
2025-12-21 14:18:00,ADA,buy,818296,0.044872,-36719,0,CZK,Korekce trhu
2025-12-21 09:19:00,DOGE,buy,82902,0.087719,-7272,0,CZK,Zisk
2025-12-22 14:16:00,DOT,sell,717466,0.097297,69999,0,CZK,Stabilní růst
2025-12-22 11:49:00,TRX,sell,400665,0.076598,30807,0,CZK,Automatický trade
2025-12-22 12:54:00,ETH,sell,866558,0.087707,75826,0,CZK,Stabilní růst
2025-12-23 12:38:00,MATIC,buy,943593,0.070784,-66791,0,CZK,Optimalizace robota
2025-12-23 20:41:00,AVAX,sell,623932,0.012479,7670,0,CZK,Zisk
2025-12-24 18:54:00,AVAX,buy,1106129,0.061108,-67593,0,CZK,Automatický trade
2025-12-24 08:22:00,TRX,buy,1372481,0.012102,-16610,0,CZK,Zisk
2025-12-25 17:13:00,SOL,sell,599090,0.030026,18274,0,CZK,Zisk
2025-12-25 20:58:00,DOT,buy,1308454,0.088465,-115752,0,CZK,Ztráta
2025-12-25 08:48:00,SOL,sell,1294802,0.020299,26555,0,CZK,Stabilní růst
2025-12-25 13:27:00,LTC,sell,243325,0.067539,16683,0,CZK,Automatický trade
2025-12-25 08:42:00,LTC,sell,671589,0.076417,51245,0,CZK,Zisk
2025-12-26 18:02:00,LTC,sell,962271,0.027634,26802,0,CZK,Automatický trade
2025-12-26 22:49:00,ATOM,buy,861383,0.055704,-47982,0,CZK,Optimalizace robota
2025-12-27 19:54:00,ATOM,buy,386103,0.042383,-16364,0,CZK,Stabilní růst
